id,category,work,education,skills_projects
13072019,ACCOUNTANT,"Position: Project Accountant
Company: Unspecified Company
Summary: On-site Project Accountant for the Gulfport High School renovation. Proficient with AS400, SAP and JD Edwards accounting systems and all Microsoft applications as well as Construction Imaging software for invoice coding and Bluebeam.
Highlights: Managed the preparation, distribution and tracking of subcontracts, purchase orders, service agreements, change orders, insurance and bonds for multiple projects., Assisted multiple Project Managers, Project Engineers and Superintendents with correspondence, files and electronic filing systems, cost coding, RFI's, submittals, submittal log set up, contracts and pay applications and the collection, electronic filing and storage of close out information.

Position: Assistant to Vice President
Company: Unspecified Company
Summary: Developed and implemented a procedure manual for subcontractors that included RFI's, Submittals, and Change Order Proposals and also developed a companion manual for Project Management.
Highlights: Successfully coordinated and produced a project overview presentation for the Mirage monthly executive meeting., Assisted in the development and maintenance of a database to track contracts and change orders in excess of $700 million.

Position: Owner
Company: Unspecified Company
Summary: Acquired and maintained all necessary licenses, permits and insurances to operate and perform construction work. Managed all insurance, premiums, claims and annual audits.
Highlights: Scheduled equipment, ordered materials, verified, coded and paid vendor invoices and prepared AIA requisitions for owner billings., Successfully completed MS Law & Business Management Exam for MS Contractor's Certificate of Responsibility for TKG Contractors.

","Institution: USM
Area of Study: Graphic Design, Real Estate
Degree: 
Start Date: 
End Date: 

Institution: NVCC
Area of Study: Architectural Drafting
Degree: 
Start Date: 
End Date: 

","Skill: Project Coordination
Keywords: Forward-thinking mindset, Self-directed, Microsoft Office proficiency, Strong interpersonal skills, Business writing, Organized and detail-oriented, Project coordination, Results-oriented

"
13130984,ACCOUNTANT,"Position: Accountant
Company: Company Name
Summary: Performed debit, credit and total accounts on computer spreadsheets/databases, using specialized accounting software. Received, recorded, and banked cash, checks, and vouchers as well as reconciled records of bank transactions. Assisted the CFO with the production of the monthly financials, management reports and board packages. Researched and resolved billing and invoice problems.

Position: Accounting Clerk
Company: Company Name
Summary: Assisted in the creation of vendor contracts for outside vendors. Revised and streamlined inefficient work procedures with automation software. Suggested process improvements to secure prompt and regular receipts for the organization. Managed accounting operations, accounting close, account reporting and reconciliations.

Position: Church Administrator
Company: Company Name
Summary: Plans and implements appropriate $140,000 annual budget (average) and accounting systems. Balance checking account and investment accounts and submit reconciliation monthly for Pastor's review and approval. Developed and implemented a Microsoft Excel Financial Database system for streamlining all financial and charitable contributions record system for the Church.

","Institution: Troy University
Area of Study: Business Administration
Degree: Master's
Start Date: 2014-01-01
End Date: 

Institution: Columbus State University
Area of Study: Accounting Management
Degree: BBA
Start Date: 
End Date: 2009-12-01

","Skill: Accounting
Keywords: Budget forecasting, General ledger accounting, Analytical reasoning, Account reconciliation, Customer relations, Strong organizational skills, Advanced computer proficiency

"
13294301,ACCOUNTANT,"Position: Accountant
Company: Company Name
Summary: Prepares necessary adjusting journal entries and period end financial statements. Executes core financial processes, including vendor setup and payment, operational expenses, administration of bank accounts and account reconciliations. Processes journal entries and performs accounting corrections to ensure accurate records. Strengthened financial management processes to bring errors to near-zero in reporting, payroll administration and general bookkeeping. Prepares governmental reports in compliance with strict standards.

Position: Branch Service Specialist
Company: Company Name
Summary: Provided excellent customer care by responding to requests, assisting with product selection and handling ordering functions. Managed deposits, withdrawals, transfers and check cashing; verified customer identification, signature and balance information; processes loan payments; and opened/closed accounts. Ensured compliance with banking policies and audit procedures; maintained and balanced cash drawers on a daily basis. Overlooked ATM balances, refilled cash as needed and ensured the system is in good working order. Assessed caller accounts to determine member benefits, identify service needs and resolve issues.

Position: Cashier
Company: Company Name
Summary: Reconciled cash drawer at start and end of each shift, accounting for errors and resolving discrepancies. Mentored new team members on POS system operation, customer service strategies and sales goals. Completed sales in excess of $10,000 with near-zero error rate using POS system. Organized and reported on financial information to document payment histories and assist with sound financial accounting. Completed tasks quickly and handled multiple responsibilities at the same time.

","Institution: Oakland University
Area of Study: Accounting and Finance
Degree: Bachelor of Science
Start Date: 
End Date: 2020-03

Institution: Macomb Community College
Area of Study: Accounting
Degree: Associate
Start Date: 
End Date: 2016-11

","Skill: Accounting
Keywords: Microsoft Office, Data Entry, Account Reconciliation Processes, Superior analytical skills, Financial statements, General ledger proficiency, Interpersonal skills, Active-listening skills, Critical thinking skills, Administrative support, Proficient in Polish language, Customer service

"
13491889,ACCOUNTANT,"Position: Accountant
Company: Company Name
Summary: Manage and oversee the daily operation of accounting department including. Monthly bank reconciliations over 10 companies. Manage rent roll, and collections. Prepare overall accounting reports and internal financial statement.

Position: Accounting and Finance Supervisor
Company: Company Name
Summary: Manage and oversee the daily operation of accounting department. Conducted month-end balance sheet reviews and reconciled any variances. Coded the general ledger and processed vendor invoice payments. Coordinated approval processes of all accounts payable invoices. Investigated and resolved discrepancies in monthly bank accounts while under tight deadlines. Prepared annual federal, state and local tax returns.

Position: Administrator/Accountant
Company: Company Name
Summary: Manage and oversee the daily operation of accounting department including; Account payable/receivable *Cash recipes * General ledger * Payroll * Collection * Bank Reconciliations * Check run * Fixed assets activity. Quarterly,monthly and annual local and state tax returns. Monitor and analyze accounting data and produce financial and productivity reports. Banks deposit and office mail pickup. Monitors and maintains office supplies inventory. Manage office vendors, service providers and maintains certifications documentation updated. Maintain fiscal files and all documents transaction. Preparation of Annual 480 and W2. Collaborated extensively with auditors during preliminary and year-end audit processes. In charge of HR including, hiring process, supervising, vacation and sick monitor, coordination of office activities and benefits for office staff including; medical plan and 401k.

Position: Assistant Controller
Company: Company Name
Summary: Account reconciliations. Journal and general ledger entries and postings. Manage Accounts payable and accounts receivable as well, also make collection efforts. In charge of payroll and administration of employee benefits. Responsible for all invoicing activities. In charge of office supply and inventory. Assist the Controller with overall administrative duties including human resources and financial analysis of the company.

Position: Seasonal Tax Advisor
Company: Company Name
Summary: Responsible for preparing federal and state income tax returns for the small business firm and individuals. Calculate sales and depreciation for various tax reports. Prepare a financial analysis to properly assess customers on government tax laws and incentives. Audit previous tax files to identify corrective opportunities. Occasionally verifies totals on forms prepared by others to detect errors of arithmetic or procedure. Make recommendations on how to improve future financial performance. Work as a part of an advisory team to effectively address issues.

Position: Account Executive
Company: Company Name
Summary: Providing analysis services and financial advising, helping individuals to take the best decision at the time of make any financial investment. Mortgage consulting and marketing of different types of loans including constructions and commercial loan Monthly sales over 2.5M. Analyzing financial information and credit profiles for pre approval purpose. Seek for potential customers through telemarketing and special promotional events. Answered customers' questions regarding products, prices and availability.

","Institution: Accounting Training Center
Area of Study: Accounting
Degree: Certification
Start Date: 2016
End Date: 
Courses: IVU and SURI Software

Institution: University of Phoenix
Area of Study: Accounting and Finance
Degree: MBA
Start Date: 2014
End Date: 
Courses: Continuing education courses focusing on the Major Changes in Accounting Standards

Institution: HR Block
Area of Study: Tax
Degree: Certification
Start Date: 2011
End Date: 
Courses: Tax Course

Institution: University of Phoenix
Area of Study: Administration
Degree: BBA
Start Date: 2010
End Date: 
Courses: Minor in Management

","Skill: Accounting
Level: Professional
Keywords: Full Accounting cycle, Auditing, Account reconciliation, Payroll, General ledger accounting, Taxes, Financial statement analysis, Benefit and compensation, Budget Planning, Team work oriented, Cash Management, Employee training and development, Accounts Receivable, Accounts Payable, Supervising, Inventory & Purchases, Effective time management, Fixed Assets, Deadline-oriented

Skill: Computer Skills
Keywords: Microsoft Excel, Microsoft Office Suite, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, ADP, Quickbooks, Peachtree, CDI, PR Soft, PICO or SURI, PC Law

"
13701259,ACCOUNTANT,"Position: Senior Accountant
Company: Company Name
Summary: Managed Subsidy Revenue and A/R process associated with over 70 contracts totaling $53 million in revenue. Preparation of monthly invoices, audit lead- schedules, budgeting and forecasting revenue, collections and expense control activities. Accruals, contract reviews. Quality measure benchmarks. Awarded employee of the quarter for reducing Company's outstanding A/R by 70% in 30 days.
Highlights: Awarded employee of the quarter for reducing Company's outstanding A/R by 70% in 30 days., Increased Revenue by 20% by implementing an in-depth auditing process which maximized revenue recognition.

Position: Senior Accountant
Company: Company Name
Summary: A health care organization with an annual revenue of over $5 million specializing in drug and alcohol rehabilitation with a primary focus on substance abuse.

Position: Senior Accountant
Company: Company Name
Summary: A health care organization that operated a contract with the State of Florida Department of Juvenile Justice to provide psychiatric and other behavioral health services principally to at-risk troubled female youth.

","Institution: Mercy College
Area of Study: Accounting
Degree: Bachelor of Science
Start Date: 
End Date: 

","Skill: Accounting
Level: Master
Keywords: Cost control, Analytical and critical thinker, Month-end reconciliation and analysis, Self-starter, Budgeting and forecasting

Skill: Software
Keywords: Microsoft Word/Excel, Great Plains Dynamics, BI360 (BusinessIntelligence Tool), Keane Care

"
14055988,ACCOUNTANT,"Position: Accountant III
Company: Company Name
Summary: Responsible for grant management including preparing corrections, cost transfers, budget transfers, invoices and final reports. Request cash drawdowns and complete monthly reconciliations for grants and contracts. Correspond with outside granting agencies and University Grants and Contracts department to verify billing details. Monitor accounts receivable balances.

Position: Assistant Accountant
Company: Company Name
Summary: Full charge processing of all functions related to accounts receivable, accounts payable & purchasing, assists in year-end close out. Independently research records and prepare journal entries as necessary. Reconcile records and documents; record general ledger entries. Analyze accounting records for compliance with DCCCD procedures.

","Institution: Prairie View A & M University
Area of Study: Accounting
Degree: BBA
Start Date: 
End Date: 2003

Institution: University of North Texas
Area of Study: Finance
Degree: BBA
Start Date: 
End Date: 2013

Institution: University of North Texas
Area of Study: Strategic Management
Degree: MBA
Start Date: 
End Date: 2015

","Skill: Accounting
Keywords: Account Reconciliation, Accounting, Accounts Payable, Accounts Receivable, AR, Billing, Budget, Cash Handling, Closing, Coaching, Communication Skills, Contracts, Credit, Customer Service, Financial, Forms, General Ledger, Grants, Groupwise, Instructing, Mentoring, Microsoft Office, Outlook, Organizational Skills, Policies, Public Speaking, Purchasing, Receiving, Reconciling, Research, Spreadsheets, Team Player, Time Management

"
14126433,ACCOUNTANT,"Position: Supervisor Accountant
Company: Company Name
Summary: Performed financial reporting activities for the Ichthys Project...

Position: Lead Accountant
Company: Company Name
Summary: Performed financial reporting activities within the Government...

Position: Senior Accountant
Company: Company Name
Summary: Review the SSC general ledger accounts and make correcting entries....

Position: Senior Financial Analyst
Company: Company Name
Summary: 20th Century Fox Home Entertainment one of the world's most recognized...

Position: General Accountant
Company: Company Name
Summary: Supervised over a 120 different accounts within the United States...

Position: Accountant
Company: Company Name
Summary: Oversaw accounts receivables operating and approval process...

","Institution: Pepperdine University, Graziadio School of Business and Management
Area of Study: Business Development Strategy, Management
Degree: Master of Business Administration
Start Date: 
End Date: May 2008

Institution: University of New Orleans
Area of Study: Finance Spanish
Degree: Bachelor of Science
Start Date: 
End Date: May 2004

","Skill: Accounting
Level: Master
Keywords: Account reconciliations, Microsoft Office, advanced Excel, PowerPoint, MS Access, Atlas, Windows 95 - XP, Harvard Graphics, QuickBooks, NGS Systems, People Soft, SAP, Quicken, Nanovision, 2-Tier, Phoenix (E1), Business Objects

"
14224370,ACCOUNTANT,"Position: Accountant
Company: Company Name
Summary: Prepare federal tax returns for individuals and small businesses. Perform bookkeeping and prepare financial statements for small businesses. Perform special projects & short-term assignments such as accountant at MCT Sheet Metal, Inc.
Highlights: Team-oriented, Detail-oriented, Deadlines focused, Excellent communication and presentation skills, Quick learner, Strong management skills, Good analytical skills, Ability of managing multi tasks

Position: Tax Accountant
Company: Company Name
Summary: Contributed to the overall production and enhanced the efficiency of the corporate tax services by exceeding production goals. Answered clients' queries regarding their tax filing status. Resolved clients' tax filing problems.
Highlights: Prepared simple and complex tax returns for individuals and for small businesses, Prepared and reviewed financial statements needed to prepare tax returns

Position: Accounting Manager
Company: Company Name
Summary: Established new strategies to maximize profitability. Played an overwhelming role in the developing and restructuring of the entire accounting department.
Highlights: Improved the efficiency of the entire accounting department by 40%, Reduced accounts receivable turnover by 50%, Processed weekly and monthly invoices for accounts receivable, Prepared bank reconciliations and periodic financial statements

Position: Tax Accountant
Company: Company Name
Summary: Played a vital role in the growth of the company by introducing new clients and maintaining good relationship with existing ones
Highlights: Prepared individual and business tax returns, Assisted in preparing corporate tax returns, Prepared quarterly and annually payroll reports 940s & 941s and state sales taxes, Reconciled monthly bank statements and prepared detailed financial statements

","Institution: University of Houston
Area of Study: accounting
Degree: Bachelor
Start Date: 
End Date: 2005-12-31

","Skill: Accounting
Keywords: Accounting Software, Adobe Acrobat, bank reconciliations, bookkeeping, Detail-oriented, financial statements, general ledger, MS Access, MS Excel, PeopleSoft, QuickBooks, tax returns

"
14449423,ACCOUNTANT,"Position: Staff Accountant
Company: Company Name
Summary: Manage the annual property tax cycle by filing personal property tax returns, managing the assessment process and approving property tax bills. Provide essential support for senior tax professionals in the administration and coordination of tax engagements.
Highlights: Successfully trained staff in all office systems and databases, policies and procedures while focusing on minimizing errors and generating superior results.

Position: Financial Aid Accounting Administrator
Company: Company Name
Summary: Provide proficient daily accounting processes and procedures in accordance to the established policies within the Financial Aid Accounting Department of Bradford Schools.

Position: Customer Care Consultant
Company: Company Name
Summary: Processed request for real estate accounts and loans through telephone communications with prospective clients.

Position: Computer Programmer
Company: Company Name
Summary: Maintain and support the Banner CIS utility system by performing upgrades and modifying defects using the Oracle Forms Developer/Designer 2000 with an Oracle database.

Position: Computer Programmer Analyst
Company: Company Name
Summary: Development and enhancements of software to meet client needs Full Life Cycle system development and implementation.

","Institution: Kings College
Area of Study: Accounting
Degree: Diploma
Start Date: 2004-04
End Date: 

Institution: South Carolina State University
Area of Study: Computer Science
Degree: Bachelor of Science
Start Date: 
End Date: 1995-05

","Skill: Accounting Skills
Level: Advanced
Keywords: Microsoft applications, Independent worker, Excellent writing skills, Time management, Research support, Attention to detail, Analytical skills

"
14470533,ACCOUNTANT,"Position: Accountant
Company: Company Name
Summary: A/P and A/R, bank and account reconciliations, maintain general ledger for non-profit organization and several subsidiary companies. Monthly invoice preparation for construction progress based on contracts and billable time and expenses, and job costing for numerous projects during construction. Maintain vendor and subcontractor files and prepare end of year tax statements. Maintain numerous QuickBooks accounts for the non-profit and its subsidiaries which includes entering, reconciling and verifying all information to maintain the integrity of the financial information.

Position: Office Manager/Restaurant Manager
Company: Company Name
Summary: Process payroll for hotel employees and prepare quarterly Federal and Idaho state payroll reports, A/R, A/P for hotel and restaurant, journal entries, bank reconciliations, maintain general ledger for hotel using QuickBooks accounting software, prepare monthly income statement, balance sheet, and statement of cash flows, and managed the hotel's restaurant; including hiring, scheduling, managing all restaurant staff, responsible for liquor inventory and food costs and day-to-day operations.

","Institution: Treasure Valley Community College
Area of Study: Business Management-Accounting
Degree: A.A.
Start Date: 
End Date: 2016

Institution: Worland High School
Area of Study: Bookkeeping and Office Administration
Degree: Diploma
Start Date: 
End Date: 

","Skill: Bookkeeping
Keywords: A/P, A/R, Automated Payroll, Cpa, Excel, General Ledger, Office Management, Outlook, Payroll, Payroll Processing, PowerPoint, Accounting, Bookkeeping, Office Manager, Accounts For

"
14491649,ACCOUNTANT,"Position: Accountant
Company: Company Name
Summary: Manage Construction in Progress Accounts, depreciation, additions, transfers, & dispositions of tangible and intangible assets.
Highlights: Tracked all capital spending against approved capital requests, Assisted with full cycle accounting and financial reporting for month end close

Position: Senior Staff Accountant
Company: Company Name
Summary: Perform a significant role in month-end close including preparation of production reports, journal entries and account reconciliations.
Highlights: Ensure transactions are coded accurately, Review and analyze monthly product cost

Position: Staff Accountant
Company: Company Name
Summary: Prepare journal entries for expense allocations, accruals, corrections & adjustments.
Highlights: Prepare wire transfers for processing of inter-company payments, Compiled analysis of corporate financial data

Position: General Ledger Specialist
Company: Company Name
Summary: Post daily journal entries to general ledger.
Highlights: Reconciled teller daily balance sheets, Perform other job-related duties and special projects

","Institution: Keller Graduate School of Management
Area of Study: Accounting
Degree: Master of Business Administration
Start Date: 
End Date: 

Institution: DeVry University
Area of Study: Technical Management Accounting
Degree: Bachelor of Science
Start Date: 
End Date: 

","Skill: Accounting
Level: Advanced
Keywords: Account Reconciliations, Microsoft Excel, Budget Control, Corporate Finance, Financial Reporting, General Ledger, JD Edwards, SAP, Tax

"
14496667,ACCOUNTANT,"Position: Accountant I
Company: Company Name
Summary: Provide Administrative support to the Finance Unit and maintain orderly filing system for various departmental units Oversee and maintain the proper and appropriate systems for storing financial records and documents utilized by finance unit.
Highlights: Created a Pivot table for contracts department to utilize for renewal of contracts.

Position: Intern
Company: Company Name
Summary: Assisted the Human Resources department Assisted the HR Liaison with collecting various forms.

Position: Security Officer
Company: Company Name
Summary: Prepared written reports for complaints and incidents that occurred during an event. Provided Customer service. Ensured the safety of fans and the TD Garden property.

","Institution: Bridgewater State University
Area of Study: Business Management Accounting, Psychology
Degree: Bachelor of Science
Start Date: 
End Date: 2015-05-16
Courses: Business Management, Minor in Psychology, Accounting & Finance

","Skill: Accounting System

Skill: Administrative Support

Skill: Auditing

"
15289348,ACCOUNTANT,"Position: Senior Accountant
Company: Company Name
Summary: Special Project: Clear aged variances from Fixed Maintenance & Prepaid Maintenance GL Accounts
Highlights: Worked with Project Manager and Financial Adjustments to clear aged variances

Position: Corporate Tax Analyst
Company: Company Name
Summary: Established excel spreadsheet project for Texas Unclaimed Property Penalty & Interest Assessment of over $1.7 million
Highlights: Saved the company over $1.7 million

Position: Staff Accountant
Company: Company Name
Summary: Public accounting; Accounting, Tax and Auditing Services; Compilations and Reviews
Highlights: Tax preparation, Payroll tax and sales tax calculations

Position: Financial Advisor
Company: Company Name
Summary: Financial planning; comprehensive and target planning; asset allocation and investment selection and sales
Highlights: 401k rollovers, Retirement planning

","Institution: University of North Florida
Area of Study: Business Administration, Accounting & Finance
Degree: MBA
Start Date: 
End Date: 2001

Institution: 
Area of Study: Accounting
Degree: BBA - Accounting, CPA qualified candidate
Start Date: 
End Date: 

Institution: 
Area of Study: Finance
Degree: BBA - Finance, CFP qualified candidate
Start Date: 
End Date: 

","Skill: Microsoft Excel
Level: Expert
Keywords: Pivot Tables, V-Lookups, Formulas

Skill: Peoplesoft
Keywords: Peoplesoft use & knowledge - Queries & data mining

Skill: InfoLease
Keywords: for Lease and Financial Accounting & CITConnect Research

Skill: Internet Accounting, Finance and Tax Research
Keywords: Lexis-Nexis, CCH & RIA Tax Research, STAT- FSI Track , Ultra Tax , IMAGE Scanner, Asset Manager, 10-key, Printers & Scanners, general office tools, QuickBooks

"
